0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
40.11682175,60.912546520363115,58.69771854971396,12.586107583333334,19.633169114640975,20.640141758585152,58.63135483333333,89.73259149313807,87.67581889927018,38.336639213071024,0.9788742914304769,0.7888169168156556,0.6930202272865083,0.9969096047187044,0.4802770354282435,1
56.172871083333334,64.44203310602907,43.264327983167426,16.936030666666667,20.553753390181384,19.027645225305893,85.51666616666667,99.51860136965468,70.70066162961639,98.34714038012672,1.5808252750916973,0.7022986972432438,0.5642740424593242,0.9936575505325755,0.31840519499338726,1
10.649148916666666,41.195436698344636,63.61222117190098,4.4888005,14.858104491192645,25.66616376990794,29.453415583333335,70.31205368255704,88.88671129044157,37.13410178392797,0.4419774091363787,0.9163214580673783,0.8458138391834571,0.9957751090155597,0.7154010505542591,1
33.19560391666667,57.445494495719906,60.63947850459626,8.978714166666666,15.891776466041577,17.77698946485329,48.66650175,84.62866538492692,90.15096963903592,32.86052975991998,0.7947565021673892,0.8273635801193737,0.7465570943632208,0.9971275776255141,0.557347495144055,1
47.2839365,63.52964407186073,54.42526993944011,14.306284916666666,20.14584382198533,20.75502350969131,68.50407683333333,93.35536782752648,82.34256547513702,34.59590555185062,1.113054434811604,0.7509848709131408,0.6397015829276395,0.9974550383050301,0.4092181152001276,1
106.38606341666667,72.53187491685973,0.0,26.157520583333334,19.600493306270632,30.2595599659678,179.02304933333335,33.944922443986144,0.0,37.90098399466489,1.8978994664888296,0.437415269511155,0.051570093462093035,0.9850700913775132,0.0026594745396890107,1
37.541729333333336,59.89623701588228,59.948704904935276,11.229857416666666,18.355534986791763,20.041971515790515,55.67418283333333,88.9856138738574,89.53271530488335,35.21483119373124,0.9397176558852952,0.8015330458078365,0.7123576997552671,0.9971525092301203,0.5074534924006152,1
38.38366966666667,59.777320690377316,58.601900917359565,11.69218575,18.42112722222766,18.859122477226055,57.14517083333333,89.53764958066061,88.8926385974958,41.93147390796932,0.9621244581527177,0.7970519779285709,0.7038813306909629,0.9966189936414943,0.49544892769528065,1
47.9434205,77.01271489453443,77.05105929720445,9.598160833333333,15.208641429051637,23.179280850849363,85.92594033333333,97.99545968223453,64.8386685910088,100.29954943314439,1.3189433977992664,0.7433780714289716,0.5574101185402435,0.99424722569731,0.3107060402510483,1
42.177477833333334,74.21128798764614,78.99463852069725,8.442503583333334,14.243307475047251,22.23398818317769,78.48533433333333,97.33176194637025,74.8827945758332,79.7942234078026,1.0931145381793932,0.7723672188644406,0.6007820144507937,0.995354240132271,0.36093902888755375,1
